Address    Value     Region                    
0x01DA     218       ROM_BANK                  
0x01DB     219       ROM_BANK                  
0x01DC     220       ROM_BANK                  
0x01DD     221       ROM_BANK                  
0x01DE     222       ROM_BANK                  
0x01DF     223       ROM_BANK                  
0x01E0     224       ROM_BANK                  
0x01E1     225       ROM_BANK                  
0x01E2     226       ROM_BANK                  
0x01E3     227       ROM_BANK                  
0x01E4     228       ROM_BANK                  
0x01E5     229       ROM_BANK                  
0x01E6     230       ROM_BANK                  
0x01E7     231       ROM_BANK                  
0x01E8     232       ROM_BANK                  
0x01E9     233       ROM_BANK                  
0x01EA     234       ROM_BANK                  
0x01EB     235       ROM_BANK                  
0x01EC     236       ROM_BANK                  
0x01ED     237       ROM_BANK                  
0x01EE     238       ROM_BANK                  
0x01EF     239       ROM_BANK                  
0x01F0     240       ROM_BANK                  
0x01F1     241       ROM_BANK                  
0x01F2     242       ROM_BANK                  
0x01F3     243       ROM_BANK                  
0x01F4     244       ROM_BANK                  
0x01F5     245       ROM_BANK                  
0x01F6     246       ROM_BANK                  
0x01F7     247       ROM_BANK                  
0x01F8     248       ROM_BANK                  
0x01F9     249       ROM_BANK                  
0x01FA     250       ROM_BANK                  
0x01FB     251       ROM_BANK                  
0x01FC     252       ROM_BANK                  
0x01FD     253       ROM_BANK                  
0x01FE     254       ROM_BANK                  
0x01FF     255       ROM_BANK                  
0x0200     0         ROM_BANK                  
0x0201     1         ROM_BANK                  
0x0202     2         ROM_BANK                  
0x0203     3         ROM_BANK                  
0x0204     4         ROM_BANK                  
0x0205     5         ROM_BANK                  
0x0206     6         ROM_BANK                  
0x0207     7         ROM_BANK                  
0x0208     8         ROM_BANK                  
0x0209     9         ROM_BANK                  
0x020A     10        ROM_BANK                  
0x020B     11        ROM_BANK                  
0x020C     12        ROM_BANK                  
0x020D     13        ROM_BANK                  
0x020E     14        ROM_BANK                  
0x020F     15        ROM_BANK                  
0x0210     16        ROM_BANK                  
0x0211     17        ROM_BANK                  
0x0212     18        ROM_BANK                  
0x0213     19        ROM_BANK                  
0x0214     20        ROM_BANK                  
0x0215     21        ROM_BANK                  
0x0216     22        ROM_BANK                  
0x0217     23        ROM_BANK                  
0x0218     24        ROM_BANK                  
0x0219     25        ROM_BANK                  
0x021A     26        ROM_BANK                  
0x021B     27        ROM_BANK                  
0x021C     28        ROM_BANK                  
0x021D     29        ROM_BANK                  
0x021E     30        ROM_BANK                  
0x021F     31        ROM_BANK                  
0x0220     32        ROM_BANK                  
0x0221     33        ROM_BANK                  
0x0222     34        ROM_BANK                  
0x0223     35        ROM_BANK                  
0x0224     36        ROM_BANK                  
0x0225     37        ROM_BANK                  
0x0226     38        ROM_BANK                  
0x0227     39        ROM_BANK                  
0x0228     40        ROM_BANK                  
0x0229     41        ROM_BANK                  
0x022A     42        ROM_BANK                  
0x022B     43        ROM_BANK                  
0x022C     44        ROM_BANK                  
0x022D     45        ROM_BANK                  
0x022E     46        ROM_BANK                  
0x022F     47        ROM_BANK                  
0x0230     48        ROM_BANK                  
0x0231     49        ROM_BANK                  
0x0232     50        ROM_BANK                  
0x0233     51        ROM_BANK                  
0x0234     52        ROM_BANK                  
0x0235     53        ROM_BANK                  
0x0236     54        ROM_BANK                  
0x0237     55        ROM_BANK                  
0x0238     56        ROM_BANK                  
0x0239     57        ROM_BANK                  
0x023A     58        ROM_BANK                  
0x023B     59        ROM_BANK                  
0x023C     60        ROM_BANK                  
0x023D     61        ROM_BANK                  
0x023E     62        ROM_BANK                  
0x023F     63        ROM_BANK                  
0x0240     64        ROM_BANK                  
0x0241     65        ROM_BANK                  
0x0242     66        ROM_BANK                  
0x0243     67        ROM_BANK                  
0x0244     68        ROM_BANK                  
0x0245     69        ROM_BANK                  
0x0246     70        ROM_BANK                  
0x0247     71        ROM_BANK                  
0x0248     72        ROM_BANK                  
0x0249     73        ROM_BANK                  
0x024A     74        ROM_BANK                  
0x024B     75        ROM_BANK                  
0x024C     76        ROM_BANK                  
0x024D     77        ROM_BANK                  
0x024E     78        ROM_BANK                  
0x024F     79        ROM_BANK                  
0x0250     80        ROM_BANK                  
0x0251     81        ROM_BANK                  
0x0252     82        ROM_BANK                  
0x0253     83        ROM_BANK                  
0x0254     84        ROM_BANK                  
0x0255     85        ROM_BANK                  
0x0256     86        ROM_BANK                  
0x0257     87        ROM_BANK                  
0x0258     88        ROM_BANK                  
0x0259     89        ROM_BANK                  
0x025A     90        ROM_BANK                  
0x025B     91        ROM_BANK                  
0x025C     92        ROM_BANK                  
0x025D     93        ROM_BANK                  
0x025E     94        ROM_BANK                  
0x025F     95        ROM_BANK                  
0x0260     96        ROM_BANK                  
0x0261     97        ROM_BANK                  
0x0262     98        ROM_BANK                  
0x0263     99        ROM_BANK                  
0x0264     100       ROM_BANK                  
0x0265     101       ROM_BANK                  
0x0266     102       ROM_BANK                  
0x0267     103       ROM_BANK                  
0x0268     104       ROM_BANK                  
0x0269     105       ROM_BANK                  
0x026A     106       ROM_BANK                  
0x026B     107       ROM_BANK                  
0x026C     108       ROM_BANK                  
0x026D     109       ROM_BANK                  
0x026E     110       ROM_BANK                  
0x026F     111       ROM_BANK                  
0x0270     112       ROM_BANK                  
0x0271     113       ROM_BANK                  
0x0272     114       ROM_BANK                  
0x0273     115       ROM_BANK                  
0x0274     116       ROM_BANK                  
0x0275     117       ROM_BANK                  
0x0276     118       ROM_BANK                  
0x0277     119       ROM_BANK                  
0x0278     120       ROM_BANK                  
0x0279     121       ROM_BANK                  
0x027A     122       ROM_BANK                  
0x027B     123       ROM_BANK                  
0x027C     124       ROM_BANK                  
0x027D     125       ROM_BANK                  
0x027E     126       ROM_BANK                  
0x027F     127       ROM_BANK                  
0x0280     128       ROM_BANK                  
0x0281     129       ROM_BANK                  
0x0282     130       ROM_BANK                  
0x0283     131       ROM_BANK                  
0x0284     132       ROM_BANK                  
0x0285     133       ROM_BANK                  
0x0286     134       ROM_BANK                  
0x0287     135       ROM_BANK                  
0x0288     136       ROM_BANK                  
0x0289     137       ROM_BANK                  
0x028A     138       ROM_BANK                  
0x028B     139       ROM_BANK                  
0x028C     140       ROM_BANK                  
0x028D     141       ROM_BANK                  
0x028E     142       ROM_BANK                  
0x028F     143       ROM_BANK                  
0x0290     144       ROM_BANK                  
0x0291     145       ROM_BANK                  
0x0292     146       ROM_BANK                  
0x0293     147       ROM_BANK                  
0x0294     148       ROM_BANK                  
0x0295     149       ROM_BANK                  
0x0296     150       ROM_BANK                  
0x0297     151       ROM_BANK                  
0x0298     152       ROM_BANK                  
0x0299     153       ROM_BANK                  
0x029A     154       ROM_BANK                  
0x029B     155       ROM_BANK                  
0x029C     156       ROM_BANK                  
0x029D     157       ROM_BANK                  
0x029E     158       ROM_BANK                  
0x029F     159       ROM_BANK                  
0x02A0     160       ROM_BANK                  
0x02A1     161       ROM_BANK                  
0x02A2     162       ROM_BANK                  
0x02A3     163       ROM_BANK                  
0x02A4     164       ROM_BANK                  
0x02A5     165       ROM_BANK                  
0x02A6     166       ROM_BANK                  
0x02A7     167       ROM_BANK                  
0x02A8     168       ROM_BANK                  
0x02A9     169       ROM_BANK                  
0x02AA     170       ROM_BANK                  
0x02AB     171       ROM_BANK                  
0x02AC     172       ROM_BANK                  
0x02AD     173       ROM_BANK                  
0x02AE     174       ROM_BANK                  
0x02AF     175       ROM_BANK                  
0x02B0     176       ROM_BANK                  
0x02B1     177       ROM_BANK                  
0x02B2     178       ROM_BANK                  
0x02B3     179       ROM_BANK                  
0x02B4     180       ROM_BANK                  
0x02B5     181       ROM_BANK                  
0x02B6     182       ROM_BANK                  
0x02B7     183       ROM_BANK                  
0x02B8     184       ROM_BANK                  
0x02B9     185       ROM_BANK                  
0x02BA     186       ROM_BANK                  
0x02BB     187       ROM_BANK                  
0x02BC     188       ROM_BANK                  
0x02BD     189       ROM_BANK                  
0x02BE     190       ROM_BANK                  
0x02BF     191       ROM_BANK                  
0x02C0     192       ROM_BANK                  
0x02C1     193       ROM_BANK                  
0x02C2     194       ROM_BANK                  
0x02C3     195       ROM_BANK                  
0x02C4     196       ROM_BANK                  
0x02C5     197       ROM_BANK                  
0x02C6     198       ROM_BANK                  
0x02C7     199       ROM_BANK                  
0x02C8     200       ROM_BANK                  
0x02C9     201       ROM_BANK                  
0x02CA     202       ROM_BANK                  
0x02CB     203       ROM_BANK                  
0x02CC     204       ROM_BANK                  
0x02CD     205       ROM_BANK                  
0x02CE     206       ROM_BANK                  
0x02CF     207       ROM_BANK                  
0x02D0     208       ROM_BANK                  
0x02D1     209       ROM_BANK                  
0x02D2     210       ROM_BANK                  
0x02D3     211       ROM_BANK                  
0x02D4     212       ROM_BANK                  
0x02D5     213       ROM_BANK                  
0x02D6     214       ROM_BANK                  
0x02D7     215       ROM_BANK                  
0x02D8     216       ROM_BANK                  
0x02D9     217       ROM_BANK                  
0x02DA     218       ROM_BANK                  
0x02DB     219       ROM_BANK                  
0x02DC     220       ROM_BANK                  
0x02DD     221       ROM_BANK                  
0x02DE     222       ROM_BANK                  
0x02DF     223       ROM_BANK                  
0x02E0     224       ROM_BANK                  
0x02E1     225       ROM_BANK                  
0x02E2     226       ROM_BANK                  
0x02E3     227       ROM_BANK                  
0x02E4     228       ROM_BANK                  
0x02E5     229       ROM_BANK                  
0x02E6     230       ROM_BANK                  
0x02E7     231       ROM_BANK                  
0x02E8     232       ROM_BANK                  
0x02E9     233       ROM_BANK                  
0x02EA     234       ROM_BANK                  
0x02EB     235       ROM_BANK                  
0x02EC     236       ROM_BANK                  
0x02ED     237       ROM_BANK                  
0x02EE     238       ROM_BANK                  
0x02EF     239       ROM_BANK                  
0x02F0     240       ROM_BANK                  
0x02F1     241       ROM_BANK                  
0x02F2     242       ROM_BANK                  
0x02F3     243       ROM_BANK                  
0x02F4     244       ROM_BANK                  
0x02F5     245       ROM_BANK                  
0x02F6     246       ROM_BANK                  
0x02F7     247       ROM_BANK                  
0x02F8     248       ROM_BANK                  
0x02F9     249       ROM_BANK                  
0x02FA     250       ROM_BANK                  
0x02FB     251       ROM_BANK                  
0x02FC     252       ROM_BANK                  
0x02FD     253       ROM_BANK                  
0x02FE     254       ROM_BANK                  
0x02FF     255       ROM_BANK                  
0x0300     0         ROM_BANK                  
0x0301     1         ROM_BANK                  
0x0302     2         ROM_BANK                  
0x0303     3         ROM_BANK                  
0x0304     4         ROM_BANK                  
0x0305     5         ROM_BANK                  
0x0306     6         ROM_BANK                  
0x0307     7         ROM_BANK                  
0x0308     8         ROM_BANK                  
0x0309     9         ROM_BANK                  
0x030A     10        ROM_BANK                  
0x030B     11        ROM_BANK                  
0x030C     12        ROM_BANK                  
0x030D     13        ROM_BANK                  
0x030E     14        ROM_BANK                  
0x030F     15        ROM_BANK                  
0x0310     16        ROM_BANK                  
0x0311     17        ROM_BANK                  
0x0312     18        ROM_BANK                  
0x0313     19        ROM_BANK                  
0x0314     20        ROM_BANK                  
0x0315     21        ROM_BANK                  
0x0316     22        ROM_BANK                  
0x0317     23        ROM_BANK                  
0x0318     24        ROM_BANK                  
0x0319     25        ROM_BANK                  
0x031A     26        ROM_BANK                  
0x031B     27        ROM_BANK                  
0x031C     28        ROM_BANK                  
0x031D     29        ROM_BANK                  
0x031E     30        ROM_BANK                  
0x031F     31        ROM_BANK                  
0x0320     32        ROM_BANK                  
0x0321     33        ROM_BANK                  
0x0322     34        ROM_BANK                  
0x0323     35        ROM_BANK                  
0x0324     36        ROM_BANK                  
